qid,query
train_6085,"Who was Charles^3 committed to the public Jail^3 of Kent^3 County^3 in the state of Delaware^3 ""Kent County""^4"
train_6086,"On what day will the undersigned attend New^3 Castle^3 until 1^2 o clock P^3 M^3 ""New Castle""^4 ""P M""^4"
train_6087,What state did Amos^3 run away from
train_6088,How much does it cost to take Amos^3 home if he is taken out of Maryland^3
train_6089,How much does it cost to bring Amos^3 home if he is taken out of Maryland^3
train_6090,How old was Amos^3 when he ran away
train_6091,How many pairs of pantaloons did Amos^3 take with him
train_6092,Who will insert this daily for one month and transmit his account to this office for settlement
train_6093,How long will the Aurora^3 insert this daily
train_6094,"On what date will an Election^3 be held in the tavern of Joseph^3 Gilpin^3 in the borough of Wilmington^3 ""Joseph Gilpin""^4"
train_6095,When is the fourth day of January^2 1819^2
train_6096,Who is the manager of the tavern in Wilmington^3
train_6097,"How many managers will be elected at the tavern of Joseph^3 Gilpin^3 ""Joseph Gilpin""^4"
train_6098,"What year will the ten managers transact the business of the Wilmington^3 and Kennett^3 Road^3 ""Kennett Road""^4"
train_6099,Who passed an act that authorized the sale of public lands in the territory of Missouri^3
train_6100,"What state did Congress^3 pass an act to establish additional Land^3 Offices^3 in ""Land Offices""^4"
train_6101,In what state are public sales for the disposal of lands held in Franklin^3
train_6102,"When was JAMES^3 MONROE^3 given under his hand ""JAMES MONROE""^4"
train_6103,"Who will all who are authorized to publish the laws of the United^3 States^3 send their bills to ""United States""^4"
train_6104,"Who passed an act to provide for ascertaining and surveying the boundary lines in the territory with the Creek^3 Indians^3 ""Creek Indians""^4"
train_6105,When is the sale of town lots in the town of Cahaba^3
train_6106,"When was the War^3 Department^3 s Pension^3 Office^3 opened ""War Department""^4 ""Pension Office""^4"
train_6107,How many ranges of lands are available for sale in Huntsville^3
train_6108,What body passed an act in 1818^2 directing the sale of public lands in the Territory^3 of Missouri^3
train_6109,When are the lands which have been or may be reserved by law for other Washington^3
train_6110,Printers^3 of Newspapers^3 who are authorized to publish the Laws^3 of what country will insert the above once a week till April^2 1818^2 next
train_6111,"When will printers insert the Laws^3 of the United^3 States^3 once a week ""United States""^4"
train_6112,"Printers^3 of Newspapers^3 who are authorized to publish the Laws^3 of the United^3 States^3 will send their bills to who for payment ""United States""^4"
train_6113,Who recently occupied the Tannery^3 and premises in the Borough^3 of Wilmington^3
train_6114,"What is the name of the firm that Mr^3 John^3 Smith^3 worked for ""Mr John Smith""^4"
train_6115,"How many yards of Cloths^3 are available at the Classical^3 and Mathematical^3 Academy^3 ""Mathematical Academy""^4"
train_6116,"Who printed and penned the Peninsula^3 Advertiser^3 ""Peninsula Advertiser""^4"
train_6117,"How much does the DELAWARE^3 GAZETTE^3 advertise for a square ""DELAWARE GAZETTE""^4"
train_6118,"Who is authorized to receive subscriptions and money for the DELAWARE^3 GAZETTE^3 ""DELAWARE GAZETTE""^4"
train_6119,Who is the publisher of Cantwell^3 s Bridge^3
train_6120,How much does the subscriber pay for Castings^3 and Ploughs^3
train_6121,How many blacksmiths are needed at the Plough^3 making business
train_6122,How many woodworkers are needed at the Plough^3 making business
train_6123,"Who is the owner of the Black^3 Horse^3 Inn^3 ""Black Horse Inn""^4"
train_6124,"On what day will the Grand^3 Lodge^3 of Delaware^3 be held ""Grand Lodge""^4"
train_6125,"Who is Dr^3 Abraham^3 Short^3 s neighbor ""Dr Abraham Short""^4"
train_6126,"When is New^3 Castle^3 County^3 open for sale ""New Castle County""^4"
train_6127,"How many tracts of land are in the house of Solomon^3 Hersey^3 ""Solomon Hersey""^4"
train_6128,"How much land is in the late residence of George^3 R^3 Massey^3 ""George R Massey""^4"
train_6129,"Who will attend the sale of George^3 H^3 Massey^3 s real estate ""George H Massey""^4"
train_6130,"Who was the Esquire^3 of George^3 H^3 Massey^3 ""George H Massey""^4"
train_6131,"What was John^3 Wiley^3 s job at the Orphan^3 s Court^3 ""John Wiley""^4"
train_6132,How many lbs of potatoes did one row of nineteen hills contain
train_6133,How many pounds of potatoes did the next row of potatoes produce
train_6134,How many quarts of potatoes did one bushel produce
train_6135,"Whose^3 larva did the Washington^3 Recorder^3 destroy on Fruit^3 trees ""Washington Recorder""^4"
train_6136,"Which college recently received Governor^3 Saltonstall^3 s portrait ""Governor Saltonstall""^4"
train_6137,"Whose^3 portrait did Yale^3 College^3 wish to be honored with ""Yale College""^4"
train_6138,"What is the religion of Dr^3 Franklin^3 ""Dr Franklin""^4"
train_6139,"Who wrote the answer to Dr^3 Stiles^3 ""Dr Stiles""^4"
train_6140,What is the name of the Lord^3 of Nazareth^3
train_6141,Who and Adair^3 had a meeting that was almost inevitable in the minds of their military ardor
train_6142,How long has a petty war been carried on between Jackson^3 and Adair^3
train_6143,Which country was stationed on the West^3 of the Missis^3 sippi
train_6144,Who spoke with some slight of the Kentucky^3 troops
train_6145,"What state was dissatisfied with the terms of General^3 Adair^3 s letter ""General Adair""^4"
train_6146,Who was with the Kentucky^3 troops at the Siege^3 of Orleans^3
train_6147,"What state was General^3 Adair^3 with at the Siege^3 of Orleans^3 ""General Adair""^4"
train_6148,"Who was piqued by the conduct of General^3 Adair^3 ""General Adair""^4"
train_6149,Who made the report of the sitting of January^2 18^2 1817^2
train_6150,"Who intercepted two couriers on their way from Mexico^3 to La^3 Vera^3 Cruz^3 ""La Vera Cruz""^4"
train_6151,"How many couriers did Gen^2 Mina^3 intercept ""Gen Mina""^4"
train_6152,"How many mines did Gen^2 Mina^3 have ""Gen Mina""^4"
train_6153,Who resides in a small hut in poverty on a mountain in the interior of Pennsylvania^3
train_6154,"What regiment was St^3 Clair^3 a part of ""St Clair""^4"
train_6155,"During what time period did St^3 Clair^3 see a great deal of active service under distinguished commanders ""St Clair""^4"
train_6156,"Who did General^3 Wolfe^3 offer his life for deathless renown ""General Wolfe""^4"
train_6157,"When did General^3 Wolfe^3 offer his life for deathless renown ""General Wolfe""^4"
train_6158,"What country was St^3 Clair^3 a conqueror of ""St Clair""^4"
train_6159,"Along^3 with Monkton^3 and Townshend^3 who was St^3 Clair^3 s coadjutant ""St Clair""^4"
train_6160,How long did it take to complete the levy of a regiment of 750^2 men
train_6161,"Who was General^3 Sorel^3 s counsel to ""General Sorel""^4"
train_6162,What religion are the people of Portland^3 considered to be
train_6163,How long after the first racking should cider be racked
train_6164,What city did Napoleon^3 want to save from a conflagration in 1812^2
train_6165,In what year did the conflagration in Moscow^3 occur
train_6166,How long did Napoleon^3 spend in a cave in the midst of troops bivouacked
train_6167,How many officers were disguised during Napoleon^3 s stay in Moscow^3
train_6168,Who set fire to the palace of the Kremlin^3 and the castle of Petrovsky^3
train_6169,"In what year did Napoleon^3 travel to the Island^3 of St^3 Helena^3 ""St Helena""^4"
train_6170,"Who was well aware of Jack^3 Easy^3 s foible ""Jack Easy""^4"
train_6171,"Whose^3 importunities did Jack^3 Easy^3 want to be rid of ""Jack Easy""^4"
train_6172,"How many falsehoods did Peter^3 Crafty^3 invent ""Peter Crafty""^4"
train_6173,In what year did the writer say it was necessary to establish the revolutionary system
train_6174,How many great objects did Napoleon^3 see an antipathy between
train_6175,What country was Napoleon^3 called to govern
train_6176,How many secrets did Napoleon^3 have for governing the world
train_6177,How much of each letter is in one color
train_6178,"How many colors are the letters in the Bank^3 Sign^3 ""Bank Sign""^4"
train_6179,What party is the Federal^3 branch of government
train_6180,"When did the Federal^3 Republican^3 and Baltimore^3 Telegraph^3 publish the Bank^3 Sign^3 ""Federal Republican""^4 ""Baltimore Telegraph""^4 ""Bank Sign""^4"
train_6181,The king of Prussia^3 will visit the headquarters of the army stationed in what country
train_6182,How long will the king of Prussia^3 visit Paris^3
train_6183,In what month was there frost in Paris^3
train_6184,How long was the drought in Marseilles^3
train_6185,From what country are all letters sent to Bayonne^3 dipped in vinegar
train_6186,"What country s lands will be sold at public sale in the Mississippi^3 Territory^3 ""Mississippi Territory""^4"
train_6187,"Who directed the sale of certain lands in the Mississippi^3 Territory^3 ""Mississippi Territory""^4"
train_6188,"Who passed an act extending the time for opening the several Land^3 Offices^3 established in the territory of Orleans^3 ""Land Offices""^4"
train_6189,What is the current state of Louisiana^3
train_6190,"When are the Townships^3 No^3 1^2 and 2^2 South^3 of the base sold ""Townships No""^4"
train_6191,"What is the number of North^3 Townships^3 in the western land district of Louisiana^3 ""North Townships""^4"
train_6192,"What is the number of Townships^3 No^3 1^2 and 2^2 North^3 of the base ""Townships No""^4"
train_6193,How many Townships^3 are in the western land district of Louisiana^3
train_6194,When are the Townships^3 3^2 South^3 sold
train_6195,How many South^3 ranges of lands will be sold at Opelousas^3
train_6196,How many South^3 ranges are in the western land district of Louisiana^3
train_6197,What is the number of lands offered at the land office at Edwardsville^3
train_6198,"In what state is Cecil^3 County^3 located ""Cecil County""^4"
train_6199,"When was Dela^3 New^3 Castle^3 County^3 appointed ""Dela New Castle County""^4"
train_6200,"In what state is the County^3 of New^3 Castle^3 located ""New Castle""^4"
train_6201,How many acres are in Browne^3 s plantation
train_6202,Whose^3 lands are bounded by lands of the heirs of forbes at 2^2 it belonging to Browne^3
train_6203,How many floors are in the two story stone dwelling house
train_6204,"On what day of the week will the house of Isaac^3 Davis^3 open for sale ""Isaac Davis""^4"
train_6205,"When will the sale of the property of Isaac^3 Davis^3 take place ""Isaac Davis""^4"
train_6206,"In addition to Christiana^3 New^3 Castle^3 and Christiana^3 what other city has tenements and lands ""Christiana New Castle""^4"
train_6207,"Who owns a house and lot in the town of New^3 Castle^3 ""New Castle""^4"
train_6208,"When did Wilmington^3 and Philadelphia^3 COACHES^3 leave the subscriber s Swan^3 Tavern^3 ""Philadelphia COACHES""^4 ""Swan Tavern""^4"
train_6209,"What year did Wilmington^3 and Philadelphia^3 COACHES^3 open ""Philadelphia COACHES""^4"
train_6210,"Which city is the home of John^3 Hill^3 s ""John Hill""^4"
train_6211,Along^3 with Wilmington^3 what city is a COACHES^3 location
train_6212,"At what time of the day does John^3 Hill^3 s leave Swan^3 Tavern^3 ""John Hill""^4 ""Swan Tavern""^4"
train_6213,"At what time does John^3 Hill^3 s leave Swan^3 Tavern^3 ""John Hill""^4 ""Swan Tavern""^4"
train_6214,"Who sent a letter to Joseph^3 Lynch^3 ""Joseph Lynch""^4"
train_6215,"When did Edward^3 F^3 White^3 become a Schoolmaster^3 ""Edward F White""^4"
train_6216,How far from Elk^3 ton is the school
train_6217,"Who is indebted to Mrs^2 Mary^3 C^3 Smith^3 ""Mrs Mary C Smith""^4"
train_6218,"Who is authorized to receive the accounts of those indebted to Dr^3 Robert^3 Smith^3 ""Dr Robert Smith""^4"
train_6219,"How long after the death of William^3 Moore^3 Esq^2 will legal proceedings be adopted for the recovery of all sums of money due ""William Moore Esq""^4"
train_6220,"Who is the former Sheriff^3 of New^3 Castle^3 County^3 ""New Castle County""^4"
train_6221,"Who is the Attorney^3 in fact for the Executors^3 of Wm^3 Moore^3 ""Wm Moore""^4"
train_6222,Who said I^3 remember to have frequented a certain place every day for a long time together
train_6223,"What city was Major^3 Hindman^3 the first to land in company with Col^3 Forsyth^3 ""Major Hindman""^4 ""Col Forsyth""^4"
train_6224,"What country was Major^3 Hindman^3 a member of ""Major Hindman""^4"
train_6225,"Whose^3 gallant efforts were praised by Gen^2 Gaines^3 in his official despatch ""Gen Gaines""^4"
train_6226,"Who aided Major^3 Hindman^3 in his efforts to drive the enemy from the bastion ""Major Hindman""^4"
train_6227,How long does it take for a white man to become a citizen of Haiti^3
train_6228,"When does the subscriber want an Overseer^3 or Manager^3 to take charge of his farm in Sassafras^3 Neck^3 ""Sassafras Neck""^4"
train_6229,How many people with a small family and a wife who understands the management of a Dairy^3 would be preferred
train_6230,In what state is the Court^3 of Chancery^3 located
train_6231,"What was the name of the person who wanted to take over the farm in Sassafras^3 Neck^3 ""Sassafras Neck""^4"
train_6232,Who does appear in this court and in this cause on the first August^2 03^2 1818^2 of March^2 1819^2 next
train_6233,"When does Joshua^3 Burrows^3 appear in court ""Joshua Burrows""^4"
train_6234,"How long must a copy of the order be inserted in the Delaware^3 Gazette^3 and Peninsula^3 Advertiser^3 ""Delaware Gazette""^4 ""Peninsula Advertiser""^4"
train_6235,How long after the first publication of the Union^3 for the Country is a copy of the order required to be in each of the papers published
train_6236,"What state does Joshua^3 Burrows^3 belong to ""Joshua Burrows""^4"
train_6237,When was the seal of the Court^3 of Chancery^3 affixed
train_6238,"Who did George^3 Smith^3 serve his time with ""George Smith""^4"
train_6239,"What is the name of the school in Wilmington^3 College^3 ""Wilmington College""^4"
train_6240,In what month did the Mississippi^3 appear to be higher than the land on either side of the Mississippi^3
train_6241,How deep is water found in Georgia^3
train_6242,What country s climate is more genial than Augusta^3
train_6243,"When did the Cashier^3 of the Branch^3 Bank^3 examine the funds ""Branch Bank""^4"
train_6244,Who found that more than a thousand dollars had been taken from the vault
train_6245,How much did Centinel^3 deposit in the bank vault
train_6246,"What was the name of the person who seized Mr^3 Press^3 ""Mr Press""^4"
train_6247,In what year did four commissioners purchase the ground on which this city has been erected
train_6248,How many commissioners purchased the ground on which the city was erected in 1729^2
train_6249,How many shillings per acre did the four commissioners purchase
train_6250,"How many sons of Doctor^3 George^3 Buchanan^3 live in Baltimore^3 ""Doctor George Buchanan""^4"
train_6251,What city was paid in 1816^2 for duties to the immense amount of 3^2 305^2 962^2 74^2
train_6252,"When was Baltimore^3 paid into the treasury of the United^3 States^3 ""United States""^4"
train_6253,"How much does the Portland^3 Gazette^3 cost per annum ""Portland Gazette""^4"
train_6254,"How much additional charge will be made for insertion of an advertisement in the Portland^3 Gazette^3 ""Portland Gazette""^4"
train_6255,What is the price of Advertising^3 for an Administrator^3 s or Commissioner^3 s notice
train_6256,"How much does the Portland^3 Gazette^3 charge for other advertisements ""Portland Gazette""^4"
train_6257,"Who got a bill before Congress^3 for the establishment of a National^3 Bank^3 ""National Bank""^4"
train_6258,"Who has passed a bill to establish a National^3 Bank^3 ""National Bank""^4"
train_6259,Who did the chief rulers of the Jews^3 give 50^2 000^2 dollars to report something
train_6260,How much money did Henry^3 receive to report something
train_6261,How many stripes did Lnight^3 order the boy to receive
train_6262,What was the name of the man who was searched on the night of the 3rd^2 inst
train_6263,"How many soldiers searched the dwelling house of Joseph^3 Jenvrin^3 ""Joseph Jenvrin""^4"
train_6264,How many soldiers broke into Janvrin^3 s house through a window
train_6265,"How many soldiers seized the candle from Mr^3 Janvrin^3 ""Mr Janvrin""^4"
train_6266,"Who was the master s mate of the Gun^3 Boat^3 No^3 155^2 ""Gun Boat No""^4"
train_6267,"On what day was a soldier of the U^3 S^3 army killed ""U S""^4"
train_6268,"When was a Court^3 Martial^3 held on the Sentinel^3 ""Court Martial""^4"
train_6269,Who was suspected of being a Clintonian^3
train_6270,Who did Leibitia^3 say would follow the fate of
train_6271,"Who was the murderer of Duke^3 D^3 Enghien^3 ""Duke D Enghien""^4"
train_6272,"Who did the President^3 indulge in consenting to the arrest of Maj^3 Gen^2 Wilkinson^3 ""Maj Gen Wilkinson""^4"
train_6273,"Who did the Democratic^3 Press^3 say should be dis missed ""Democratic Press""^4"
train_6274,"Who did the Democratic^3 Press^3 say would suffer if not saved by resignation ""Democratic Press""^4"
train_6275,"How many generals are unexceptionable popular in the U^3 S^3 ""U S""^4"
train_6276,How many federalists are there at Gothenburg^3
train_6277,How many Kentucky^3 great men were sent to Gothenburg^3
train_6278,"How many French^3 Genevan^3 Jacobins^3 were sent to Gothenburg^3 ""French Genevan Jacobins""^4"
train_6279,Who is a cosmopolite now claimed by the US^3 but ready to pitch his tent wherever he can do better
train_6280,How many commissioners are sent to Gothenburg^3
train_6281,How many banks are already established in the District^3 of Columbia^3
train_6282,"How many stories is a house in North^3 Yarmouth^3 ""North Yarmouth""^4"
train_6283,"What Col^3 is in North^3 Yarmouth^3 ""What Col""^4 ""North Yarmouth""^4"
train_6284,"Who is the owner of the two story house and half an acre of land in North^3 Yarmouth^3 ""North Yarmouth""^4"
train_6285,"Who held the petition of John^3 Merrill^3 Joel^3 Thompson^3 of Lewiston^3 Esq^2 and Amos^3 Thompson^3 ""John Merrill Joel Thompson""^4 ""Lewiston Esq""^4 ""Amos Thompson""^4"
train_6286,Who formerly owned and possessed land in Brunswick^3
train_6287,What court is held in Portland^3 for the county of Cumberland^3
train_6288,"When was the Circuit^3 Court^3 of Common^3 Pleas^3 held ""Circuit Court""^4 ""Common Pleas""^4"
train_6289,Who did the Court^3 order that the petitioners give notice to
train_6290,"How long did it take for the Petition^3 to be published in the Portland^3 Gazette^3 and Eastern^3 Argus^3 ""Portland Gazette""^4 ""Eastern Argus""^4"
train_6291,"How long must the last publication of the petition be before the second January^2 26^2 1875^2 of the next session of the General^3 Court^3 ""General Court""^4"
train_6292,"On what day of the next session of the General^3 Court^3 is the last publication of the petition ""General Court""^4"
train_6293,"On what day of the week was the property to be sold at Public^3 Auction^3 ""Public Auction""^4"
train_6294,"How much was the balance due to the subscriber as guardian for George^3 Mead^3 and Albert^3 H^3 Mead^3 ""George Mead""^4 ""Albert H Mead""^4"
train_6295,"What role did the subscriber have in relation to George^3 Mead^3 and Albert^3 H^3 Mead^3 ""George Mead""^4 ""Albert H Mead""^4"
train_6296,"Who was the guardian of Albert^3 H^3 Mead^3 ""Albert H Mead""^4"
train_6297,"Who was the Guardian^3 to George^3 Mead^3 and Albert^3 H^3 Mead^3 Minors^3 ""George Mead""^4 ""Albert H Mead Minors""^4"
train_6298,"Who has taken over the store formerly occupied by Mr^3 Robert^3 Cross^3 ""Mr Robert Cross""^4"
train_6299,"Who formerly occupied the store in Titcomb^3 s Buildings^3 Middle^3 street ""Buildings Middle""^4"
train_6300,"How many pounds of fresh Flour^3 does E^3 GREELY^3 sell ""E GREELY""^4"
train_6301,"Who appointed the subscriber to receive and examine the claims of creditors to the estate of J^3 WINSLOW^3 HILL^3 ""J WINSLOW HILL""^4"
train_6302,"Who did Samuel^3 Freeman^3 Esq^2 receive and examine the claims of creditors to the estate of ""Samuel Freeman Esq""^4"
train_6303,Who informs the public that he has taken his brother Jonas^3 into Partnership^3
train_6304,"Who is offering 100^2 bbls Superfine^3 and Fine^3 Flour^3 ""Fine Flour""^4"
train_6305,"How many bbls of Fine^3 Flour^3 is offered for sale at the Portland^3 Book^3 store ""Fine Flour""^4 ""Portland Book""^4"
train_6306,"Who is the winner of the Canal^3 Lottery^3 ""Canal Lottery""^4"
train_6307,How long was the itch on a gentleman of Bolton^3
train_6308,"How many bottles of Dr^3 Reife^3 s Botanical^3 Drops^3 did a gentleman of Bolton^3 take ""Dr Reife""^4 ""Botanical Drops""^4"
train_6309,"How long was Sargent^3 Rogers^3 afflicted with an eruption ""Sargent Rogers""^4"
train_6310,On what day of the week did the clock in the afternoon begin in Wiscasset^3
train_6311,"When did W^3 RICE^3 jr ZEBED^3 PRAYER^3 Wiscasset^3 take place ""W RICE""^4 ""ZEBED PRAYER Wiscasset""^4"
train_6312,"Who was the box of Dr^3 Relfe^3 s Asthmatic^3 Pills^3 given to MUCILAGE^3 ""Dr Relfe""^4 ""Asthmatic Pills""^4"
train_6313,"How many doses of Dr^3 Relfe^3 s Asthmatic^3 Pills^3 did she take the next morning ""Dr Relfe""^4 ""Asthmatic Pills""^4"
train_6314,"When did MUCILAGE^3 ride out with her husband after taking one dose of Mr^3 Orcutt^3 ""Mr Orcutt""^4"
train_6315,"Who wrote a letter about Dr^3 Relfe^3 s Asthmatic^3 Pills^3 ""Dr Relfe""^4 ""Asthmatic Pills""^4"
train_6316,"What is Dr^3 J^3 S^3 Langdon^3 s profession ""Dr J S Langdon""^4"
train_6317,"Who is the sole proprietor of Asthmatic^3 Pills^3 ""Asthmatic Pills""^4"
train_6318,"Who is the bookbinder that was removed from No^3 5^2 Green^3 Street^2 Bolton^3 and retailed by ""Green Street Bolton""^4"
train_6319,How many change Streets^3 are in Portland^3
train_6320,"Which Westford^3 bookbinder was sold by W^3 T^3 Conway^3 ""Which Westford""^4 ""W T Conway""^4"
train_6321,"What is the name of the pharmacist who sells Asthmatic^3 Pills^3 in Saco^3 ""Asthmatic Pills""^4"
train_6322,What is the name of the Newburyport^3 pharmacist
train_6323,Who states that Gallatin^3 and Adams^3 commenced indirect negotiations with the British^2 government on the subject of a Commer^3 treaty
train_6324,"Who wrote the letter to the Richmond^3 Inquirer^3 ""Richmond Inquirer""^4"
train_6325,"When did the U^3 S^3 frigate Java^3 sail for the Mediterra^3 nean ""U S""^4"
train_6326,Who were the American^2 seamen ordered to leave the place of their confinement
train_6327,"Who did Bermuda^3 speak sloop for St^3 Thomas^3 ""St Thomas""^4"
train_6328,"What city did Andrew^3 Jackson^3 sail for ""Andrew Jackson""^4"
train_6329,"How many days did it take for Andrew^3 Jackson^3 to reach St^3 Thomas^3 ""Andrew Jackson""^4 ""St Thomas""^4"
train_6330,Which country s vessels fell in with the Duchess^3 d Angoultine^3 and demanded her character
train_6331,Who has heard of the easing of duties in the Kingdom^3 of the Netherlands^3
train_6332,Who took this method to notify all whom it may concern that he was obliged to pay a number of hundred dollars present year
train_6333,"What honorary society will hold their annual meeting at the Robin^3 Hood^3 Hotel^3 Brunswick^3 ""Robin Hood Hotel Brunswick""^4"
train_6334,"On what day will the annual meeting of the Peucinian^3 Society^3 be held ""Peucinian Society""^4"
train_6335,Who will hold their annual meeting on August^2 22^2 1815^2 the day preceding Commencement^3
train_6336,"When is the annual meeting of the Peucinian^3 Society^3 held ""Peucinian Society""^4"
train_6337,"What is the name of the Eastern^3 Society^3 for the promotion of order and piety in the District^3 of Maine^3 ""Eastern Society""^4"
train_6338,"When will the annual meeting of the Eastern^3 Society^3 for the promotion of order and piety in the District^3 of Maine^3 be held ""Eastern Society""^4"
train_6339,"What is the highest prize in the Canal^3 Lottery^3 ""Canal Lottery""^4"
train_6340,"Who has removed to the store recently occupied by Mr^3 Hezekiah^3 Winslow^3 ""Mr Hezekiah Winslow""^4"
train_6341,"Who is the owner of Nathl^3 Mitchell^3 Co^3 ""Nathl Mitchell Co""^4"
train_6342,"Who is the Trustees^3 of Gorham^3 Academy^3 ""Gorham Academy""^4"
train_6343,"Who is a member of the Trustees^3 of Gorham^3 Academy^3 ""Gorham Academy""^4"
train_6344,"When will Samuel^3 Freeman^3 Esq^2 receive and examine the claims of creditors to the estate of NATHANIEL^3 NOTES^3 ""Samuel Freeman Esq""^4 ""NATHANIEL NOTES""^4"
train_6345,"What is the time of the service at the store of W^3 R^3 and C^3 Stockbridge^3 ""W R""^4 ""C Stockbridge""^4"
train_6346,"How many feet by thirty six feet is the Dwelling^3 House^3 in the two Farms^3 in Maine^3 ""Dwelling House""^4"
train_6347,How many Farms^3 in Gray^3 contain fifty acres of Land^3
train_6348,How much Land^3 does the other Farm^3 in Gray^3 contain
train_6349,How far from Gray^3 meet ing house are the Farms^3
train_6350,"How many Farms^3 are in New^3 Gloucester^3 ""New Gloucester""^4"
train_6351,How much land is in a Farm^3 in Raymond^3
train_6352,Who recently owned a farm in the town of Avon^3
train_6353,"Who held the auction of ISAAC^3 THOMAS^3 s estate ""ISAAC THOMAS""^4"
train_6354,"When was the Court^3 of Common^3 Pleas^3 held in Portland^3 ""Common Pleas""^4"
train_6355,Who is the owner of the dwelling house in Pejepscot^3
train_6356,Who is the judge of probate of Norfolk^3 county
train_6357,"When will the order of the Hon^3 Samuel^3 Freeman^3 Esq^2 be sold at Public^3 Auction^3 ""Hon Samuel Freeman Esq""^4 ""Public Auction""^4"
train_6358,"Whose^3 house will the order of the Hon^3 Samuel^3 Freeman^3 Esq^2 be sold at ""Hon Samuel Freeman Esq""^4"
train_6359,What was the name of the late Gorham^3 deceased
train_6360,"How many pairs of Pantaloons^3 are in the Personal^3 Estate^3 of Isaac^3 Thomas^3 ""Personal Estate""^4 ""Isaac Thomas""^4"
train_6361,"How many pairs of shoes were in the Personal^3 Estate^3 of Isaac^3 Thomas^3 ""Personal Estate""^4 ""Isaac Thomas""^4"
train_6362,"How many times did John^3 Evans^3 lose his life ""John Evans""^4"
train_6363,"How many points did D^3 C^3 not obtain that contradicted any of his sta cm nt ""D C""^4"
train_6364,"When did Capt^3 T^3 y sail from England^3 ""Capt T""^4"
train_6365,"Who told Capt^3 T^3 that there were 19^2 sail of the line ready to sail for America^3 ""Capt T""^4"
train_6366,How many sails of the line were ready to sail for America^3
train_6367,"How many guns did Capt^3 Terry^3 say were ready for sea ""Capt Terry""^4"
train_6368,When did an English^3 frigate rescue 40^2 Americans^3 from an Algerine^3 cruiser
train_6369,How many Americans^3 were rescued from an Algerine^3 cruiser
train_6370,Who received letters from London^3 stating that Sweden^3 made a formal Declaration^3 of War^3 against France^3
train_6371,Which country made a declaration of war against France^3
train_6372,Sweden^3 made a formal Declaration^3 of War^3 against which country
train_6373,"How many hds of Jamaica^3 Rum^3 are for sale ""Jamaica Rum""^4"
train_6374,"On what day are the Proprietors^3 of the CUMBERLAND^3 Law^3 Library^3 directed to meet at the Court^3 House^3 in Portland^3 ""CUMBERLAND Law Library""^4 ""Court House""^4"
train_6375,"When are the Proprietors^3 of the CUMBERLAND^3 Law^3 Library^3 directed to meet at the Court^3 House^3 in Portland^3 ""CUMBERLAND Law Library""^4 ""Court House""^4"
train_6376,How far from Portland^3 is the farm
train_6377,"Who is the owner of the farm in Portland^3 Maine^3 ""Portland Maine""^4"
train_6378,"When will the third class of Plymouth^3 Beach^3 Lottery^3 begin ""Plymouth Beach Lottery""^4"
train_6379,"How many prizes are there in the 3rd^2 Class^3 of Plymouth^3 Beach^3 Lottery^3 ""Plymouth Beach Lottery""^4"
train_6380,"How many prizes were drawn in the 3rd^2 Class^3 of Plymouth^3 Beach^3 Lottery^3 ""Plymouth Beach Lottery""^4"
train_6381,How many prizes were drawn in the 2d^2 Class^3
train_6382,"How many Prizes^3 were drawn in the 2d^2 Class^3 of Plymouth^3 Beach^3 Lottery^3 ""Plymouth Beach Lottery""^4"
train_6383,"How many 10^2 prizes were drawn in the 3rd^2 Class^3 of Plymouth^3 Beach^3 Lottery^3 ""Plymouth Beach Lottery""^4"
train_6384,"Who is the agent for Amy^3 W^3 Binen^3 ""Amy W Binen""^4"
train_6385,"Who prepared the VALUABLE^3 ASTRINGENT^3 ODOROUS^3 and AROMATIC^3 GUM^3 ""VALUABLE ASTRINGENT ODOROUS""^4 ""AROMATIC GUM""^4"
train_6386,How many hums does LEE^3 s have
train_6387,Who sold Flour^3 and Bread^3 at the lowest market price
train_6388,"When did WILLIAM^3 FRANCIS^3 sell Flour^3 and Bread^3 ""WILLIAM FRANCIS""^4"
train_6389,On what day will the paper be published
train_6390,"Which city has received an additional supply of Fresh^3 Goods^3 ""Fresh Goods""^4"
train_6391,"When were the Head^3 Quarters^3 of the English^3 and Portuguese^3 army at Alvas^3 ""Head Quarters""^4"
train_6392,How many French^3 were killed and wounded in the sortie
train_6393,How many men did Napoleon^3 march into Pomerania^3
train_6394,"On what day did the Disciples^3 of Washington^3 celebrate the inauguration of George^3 Washington^3 ""George Washington""^4"
train_6395,"Who was the first Presi^3 dent of the U^3 S^3 ""U S""^4"
train_6396,"What was George^3 Washington^3 s first title ""George Washington""^4"
train_6397,"The Disciples^3 of Washington^3 celebrated the anniversary of the inauguration of George^3 Washington^3 as first Presi^3 dent of what country ""The Disciples""^4 ""George Washington""^4"
train_6398,"Who pronounced an oration on the occasion of the inauguration of George^3 Washington^3 ""George Washington""^4"
train_6399,"How many militias are prohibited from being marched out of the limits of the United^3 States^3 ""United States""^4"
train_6400,How many tenths of farmers are opposed to these measures
train_6401,Who is to have a recess for about three weeks
train_6402,How long will Congress^3 have a recess
train_6403,Who should the Federalists^3 command a handsome majority in
train_6404,Who will return to Washington^3 after the recess
train_6405,"How many points will Great^3 Britain^3 accede to ""Great Britain""^4"
train_6406,How much of the American^2 property is now lodged in England^3
